"","LRScore","ligpair","recpair","allpair","type_gene_A","type_gene_B","gene_A","gene_B","source","target","cellpair","interaction_type"
"9465",0.1271039,"Macrophage cell/SERPINA1|L","Stellate cell/LRP1|R","Macrophage cell/SERPINA1|L@Stellate cell/LRP1|R","Ligand","Receptor","SERPINA1|L","LRP1|R","Macrophage cell","Stellate cell","Macrophage cell@Stellate cell","LR"
"9466",0.1271152,"Fibroblast cell/PKM|L","Macrophage cell/CD44|R","Fibroblast cell/PKM|L@Macrophage cell/CD44|R","Ligand","Receptor","PKM|L","CD44|R","Fibroblast cell","Macrophage cell","Fibroblast cell@Macrophage cell","LR"
"9467",0.12719626,"Macrophage cell/CALM1|L","Ductal cell type 2/PTPRA|R","Macrophage cell/CALM1|L@Ductal cell type 2/PTPRA|R","Ligand","Receptor","CALM1|L","PTPRA|R","Macrophage cell","Ductal cell type 2","Macrophage cell@Ductal cell type 2","LR"
"9468",0.12733269,"Endocrine cell/SEMA4D|L","Macrophage cell/CD72|R","Endocrine cell/SEMA4D|L@Macrophage cell/CD72|R","Ligand","Receptor","SEMA4D|L","CD72|R","Endocrine cell","Macrophage cell","Endocrine cell@Macrophage cell","LR"
"9469",0.1274088,"Macrophage cell/CKLF|L","Endothelial cell/LRP6|R","Macrophage cell/CKLF|L@Endothelial cell/LRP6|R","Ligand","Receptor","CKLF|L","LRP6|R","Macrophage cell","Endothelial cell","Macrophage cell@Endothelial cell","LR"
"9470",0.12751818,"Ductal cell type 2/CKLF|L","Endothelial cell/LRP6|R","Ductal cell type 2/CKLF|L@Endothelial cell/LRP6|R","Ligand","Receptor","CKLF|L","LRP6|R","Ductal cell type 2","Endothelial cell","Ductal cell type 2@Endothelial cell","LR"
"9471",0.12791085,"Ductal cell type 2/EFNB1|L","Ductal cell type 1/EPHB6|R","Ductal cell type 2/EFNB1|L@Ductal cell type 1/EPHB6|R","Ligand","Receptor","EFNB1|L","EPHB6|R","Ductal cell type 2","Ductal cell type 1","Ductal cell type 2@Ductal cell type 1","LR"
"9472",0.1281603,"Ductal cell type 2/ANXA1|L","Fibroblast cell/ADRA2A|R","Ductal cell type 2/ANXA1|L@Fibroblast cell/ADRA2A|R","Ligand","Receptor","ANXA1|L","ADRA2A|R","Ductal cell type 2","Fibroblast cell","Ductal cell type 2@Fibroblast cell","LR"
"9473",0.1281682,"Ductal cell type 2/ARF6|L","Fibroblast cell/SMAP1|R","Ductal cell type 2/ARF6|L@Fibroblast cell/SMAP1|R","Ligand","Receptor","ARF6|L","SMAP1|R","Ductal cell type 2","Fibroblast cell","Ductal cell type 2@Fibroblast cell","LR"
"9474",0.12821603,"Ductal cell type 2/AZGP1|L","Endocrine cell/ITGAV|R","Ductal cell type 2/AZGP1|L@Endocrine cell/ITGAV|R","Ligand","Receptor","AZGP1|L","ITGAV|R","Ductal cell type 2","Endocrine cell","Ductal cell type 2@Endocrine cell","LR"
"9475",0.1282704,"Fibroblast cell/LRIG1|L","Acinar cell/EGFR|R","Fibroblast cell/LRIG1|L@Acinar cell/EGFR|R","Ligand","Receptor","LRIG1|L","EGFR|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"9476",0.12848496,"Ductal cell type 1/TGS1|L","Macrophage cell/RXRA|R","Ductal cell type 1/TGS1|L@Macrophage cell/RXRA|R","Ligand","Receptor","TGS1|L","RXRA|R","Ductal cell type 1","Macrophage cell","Ductal cell type 1@Macrophage cell","LR"
"9477",0.12849954,"Ductal cell type 1/LRIG1|L","Acinar cell/EGFR|R","Ductal cell type 1/LRIG1|L@Acinar cell/EGFR|R","Ligand","Receptor","LRIG1|L","EGFR|R","Ductal cell type 1","Acinar cell","Ductal cell type 1@Acinar cell","LR"
"9478",0.1285092,"Macrophage cell/APOE|L","Fibroblast cell/ABCA1|R","Macrophage cell/APOE|L@Fibroblast cell/ABCA1|R","Ligand","Receptor","APOE|L","ABCA1|R","Macrophage cell","Fibroblast cell","Macrophage cell@Fibroblast cell","LR"
"9479",0.12851047,"Endothelial cell/CIRBP|L","Macrophage cell/TREM1|R","Endothelial cell/CIRBP|L@Macrophage cell/TREM1|R","Ligand","Receptor","CIRBP|L","TREM1|R","Endothelial cell","Macrophage cell","Endothelial cell@Macrophage cell","LR"
"9480",0.1285216,"Stellate cell/CALM1|L","Endothelial cell/AQP1|R","Stellate cell/CALM1|L@Endothelial cell/AQP1|R","Ligand","Receptor","CALM1|L","AQP1|R","Stellate cell","Endothelial cell","Stellate cell@Endothelial cell","LR"
"9481",0.1285231,"Stellate cell/APP|L","Endothelial cell/CD74|R","Stellate cell/APP|L@Endothelial cell/CD74|R","Ligand","Receptor","APP|L","CD74|R","Stellate cell","Endothelial cell","Stellate cell@Endothelial cell","LR"
"9482",0.12868251,"Macrophage cell/PTDSS1|L","Ductal cell type 2/SCARB1|R","Macrophage cell/PTDSS1|L@Ductal cell type 2/SCARB1|R","Ligand","Receptor","PTDSS1|L","SCARB1|R","Macrophage cell","Ductal cell type 2","Macrophage cell@Ductal cell type 2","LR"
"9483",0.128824,"Endothelial cell/BGN|L","Macrophage cell/LY96|R","Endothelial cell/BGN|L@Macrophage cell/LY96|R","Ligand","Receptor","BGN|L","LY96|R","Endothelial cell","Macrophage cell","Endothelial cell@Macrophage cell","LR"
"9484",0.12904774,"Macrophage cell/ADM|L","Ductal cell type 1/RAMP1|R","Macrophage cell/ADM|L@Ductal cell type 1/RAMP1|R","Ligand","Receptor","ADM|L","RAMP1|R","Macrophage cell","Ductal cell type 1","Macrophage cell@Ductal cell type 1","LR"
"9485",0.12916261,"Acinar cell/TXLNA|L","Ductal cell type 1/STX3|R","Acinar cell/TXLNA|L@Ductal cell type 1/STX3|R","Ligand","Receptor","TXLNA|L","STX3|R","Acinar cell","Ductal cell type 1","Acinar cell@Ductal cell type 1","LR"
"9486",0.129176,"Endothelial cell/PTDSS1|L","Ductal cell type 2/SCARB1|R","Endothelial cell/PTDSS1|L@Ductal cell type 2/SCARB1|R","Ligand","Receptor","PTDSS1|L","SCARB1|R","Endothelial cell","Ductal cell type 2","Endothelial cell@Ductal cell type 2","LR"
"9487",0.1292007,"Endothelial cell/GNAI2|L","Ductal cell type 1/ADRA2A|R","Endothelial cell/GNAI2|L@Ductal cell type 1/ADRA2A|R","Ligand","Receptor","GNAI2|L","ADRA2A|R","Endothelial cell","Ductal cell type 1","Endothelial cell@Ductal cell type 1","LR"
"9488",0.1292472,"Endothelial cell/APP|L","Endothelial cell/CD74|R","Endothelial cell/APP|L@Endothelial cell/CD74|R","Ligand","Receptor","APP|L","CD74|R","Endothelial cell","Endothelial cell","Endothelial cell@Endothelial cell","LR"
"9489",0.12950517,"Endothelial cell/TXLNA|L","Acinar cell/STX3|R","Endothelial cell/TXLNA|L@Acinar cell/STX3|R","Ligand","Receptor","TXLNA|L","STX3|R","Endothelial cell","Acinar cell","Endothelial cell@Acinar cell","LR"
"9490",0.1298954,"Endothelial cell/TIMP1|L","Stellate cell/CD63|R","Endothelial cell/TIMP1|L@Stellate cell/CD63|R","Ligand","Receptor","TIMP1|L","CD63|R","Endothelial cell","Stellate cell","Endothelial cell@Stellate cell","LR"
"9491",0.12990934,"Macrophage cell/C3|L","Endothelial cell/CD81|R","Macrophage cell/C3|L@Endothelial cell/CD81|R","Ligand","Receptor","C3|L","CD81|R","Macrophage cell","Endothelial cell","Macrophage cell@Endothelial cell","LR"
"9492",0.1299304,"Endothelial cell/HLA-DRA|L","Macrophage cell/CD4|R","Endothelial cell/HLA-DRA|L@Macrophage cell/CD4|R","Ligand","Receptor","HLA-DRA|L","CD4|R","Endothelial cell","Macrophage cell","Endothelial cell@Macrophage cell","LR"
"9493",0.1299382,"B cell/HMGB1|L","Ductal cell type 2/SDC1|R","B cell/HMGB1|L@Ductal cell type 2/SDC1|R","Ligand","Receptor","HMGB1|L","SDC1|R","B cell","Ductal cell type 2","B cell@Ductal cell type 2","LR"
"9494",0.13046185,"Stellate cell/SERPINF1|L","Fibroblast cell/PLXDC1|R","Stellate cell/SERPINF1|L@Fibroblast cell/PLXDC1|R","Ligand","Receptor","SERPINF1|L","PLXDC1|R","Stellate cell","Fibroblast cell","Stellate cell@Fibroblast cell","LR"
"9495",0.13052535,"Endothelial cell/CSF1|L","Ductal cell type 1/SIRPA|R","Endothelial cell/CSF1|L@Ductal cell type 1/SIRPA|R","Ligand","Receptor","CSF1|L","SIRPA|R","Endothelial cell","Ductal cell type 1","Endothelial cell@Ductal cell type 1","LR"
"9496",0.13056816,"Endothelial cell/CALM1|L","Stellate cell/PTPRA|R","Endothelial cell/CALM1|L@Stellate cell/PTPRA|R","Ligand","Receptor","CALM1|L","PTPRA|R","Endothelial cell","Stellate cell","Endothelial cell@Stellate cell","LR"
"9497",0.13062255,"Ductal cell type 1/RGMA|L","Acinar cell/NEO1|R","Ductal cell type 1/RGMA|L@Acinar cell/NEO1|R","Ligand","Receptor","RGMA|L","NEO1|R","Ductal cell type 1","Acinar cell","Ductal cell type 1@Acinar cell","LR"
"9498",0.1308817,"Endocrine cell/NPW|L","Acinar cell/ADRA2A|R","Endocrine cell/NPW|L@Acinar cell/ADRA2A|R","Ligand","Receptor","NPW|L","ADRA2A|R","Endocrine cell","Acinar cell","Endocrine cell@Acinar cell","LR"
"9499",0.13121616,"Ductal cell type 2/LGALS3BP|L","Macrophage cell/CD33|R","Ductal cell type 2/LGALS3BP|L@Macrophage cell/CD33|R","Ligand","Receptor","LGALS3BP|L","CD33|R","Ductal cell type 2","Macrophage cell","Ductal cell type 2@Macrophage cell","LR"
"9500",0.1312715,"Stellate cell/PTN|L","Macrophage cell/NCL|R","Stellate cell/PTN|L@Macrophage cell/NCL|R","Ligand","Receptor","PTN|L","NCL|R","Stellate cell","Macrophage cell","Stellate cell@Macrophage cell","LR"
"9501",0.1312936,"Macrophage cell/SERPINA1|L","Endocrine cell/LRP1|R","Macrophage cell/SERPINA1|L@Endocrine cell/LRP1|R","Ligand","Receptor","SERPINA1|L","LRP1|R","Macrophage cell","Endocrine cell","Macrophage cell@Endocrine cell","LR"
"9502",0.1313992,"Macrophage cell/APP|L","Endothelial cell/CD74|R","Macrophage cell/APP|L@Endothelial cell/CD74|R","Ligand","Receptor","APP|L","CD74|R","Macrophage cell","Endothelial cell","Macrophage cell@Endothelial cell","LR"
"9503",0.13141965,"Ductal cell type 2/ANXA1|L","Ductal cell type 2/ADRA2A|R","Ductal cell type 2/ANXA1|L@Ductal cell type 2/ADRA2A|R","Ligand","Receptor","ANXA1|L","ADRA2A|R","Ductal cell type 2","Ductal cell type 2","Ductal cell type 2@Ductal cell type 2","LR"
"9504",0.1314548,"Ductal cell type 2/EFNA4|L","Ductal cell type 1/EPHA2|R","Ductal cell type 2/EFNA4|L@Ductal cell type 1/EPHA2|R","Ligand","Receptor","EFNA4|L","EPHA2|R","Ductal cell type 2","Ductal cell type 1","Ductal cell type 2@Ductal cell type 1","LR"
"9505",0.1315073,"Ductal cell type 1/APP|L","T cell/CD74|R","Ductal cell type 1/APP|L@T cell/CD74|R","Ligand","Receptor","APP|L","CD74|R","Ductal cell type 1","T cell","Ductal cell type 1@T cell","LR"
"9506",0.13154677,"Endocrine cell/WNT4|L","Ductal cell type 2/FZD6|R","Endocrine cell/WNT4|L@Ductal cell type 2/FZD6|R","Ligand","Receptor","WNT4|L","FZD6|R","Endocrine cell","Ductal cell type 2","Endocrine cell@Ductal cell type 2","LR"
"9507",0.13156599,"Fibroblast cell/PTDSS1|L","Endothelial cell/SCARB1|R","Fibroblast cell/PTDSS1|L@Endothelial cell/SCARB1|R","Ligand","Receptor","PTDSS1|L","SCARB1|R","Fibroblast cell","Endothelial cell","Fibroblast cell@Endothelial cell","LR"
"9508",0.13179275,"Ductal cell type 2/CALM1|L","Stellate cell/PDE1A|R","Ductal cell type 2/CALM1|L@Stellate cell/PDE1A|R","Ligand","Receptor","CALM1|L","PDE1A|R","Ductal cell type 2","Stellate cell","Ductal cell type 2@Stellate cell","LR"
"9509",0.13179437,"Stellate cell/PTN|L","Ductal cell type 2/NCL|R","Stellate cell/PTN|L@Ductal cell type 2/NCL|R","Ligand","Receptor","PTN|L","NCL|R","Stellate cell","Ductal cell type 2","Stellate cell@Ductal cell type 2","LR"
"9510",0.13182369,"Ductal cell type 1/PTDSS1|L","Endothelial cell/SCARB1|R","Ductal cell type 1/PTDSS1|L@Endothelial cell/SCARB1|R","Ligand","Receptor","PTDSS1|L","SCARB1|R","Ductal cell type 1","Endothelial cell","Ductal cell type 1@Endothelial cell","LR"
"9511",0.13192323,"Ductal cell type 1/BMP2|L","Acinar cell/GPC1|R","Ductal cell type 1/BMP2|L@Acinar cell/GPC1|R","Ligand","Receptor","BMP2|L","GPC1|R","Ductal cell type 1","Acinar cell","Ductal cell type 1@Acinar cell","LR"
"9512",0.1319471,"Macrophage cell/CALM1|L","Stellate cell/PDE1A|R","Macrophage cell/CALM1|L@Stellate cell/PDE1A|R","Ligand","Receptor","CALM1|L","PDE1A|R","Macrophage cell","Stellate cell","Macrophage cell@Stellate cell","LR"
"9513",0.13215864,"Macrophage cell/TNFSF13B|L","Ductal cell type 2/CD40|R","Macrophage cell/TNFSF13B|L@Ductal cell type 2/CD40|R","Ligand","Receptor","TNFSF13B|L","CD40|R","Macrophage cell","Ductal cell type 2","Macrophage cell@Ductal cell type 2","LR"
"9514",0.13227627,"Ductal cell type 2/AGT|L","Ductal cell type 2/ADRA2A|R","Ductal cell type 2/AGT|L@Ductal cell type 2/ADRA2A|R","Ligand","Receptor","AGT|L","ADRA2A|R","Ductal cell type 2","Ductal cell type 2","Ductal cell type 2@Ductal cell type 2","LR"
"9515",0.1322849,"Ductal cell type 1/SPP1|L","Fibroblast cell/CD44|R","Ductal cell type 1/SPP1|L@Fibroblast cell/CD44|R","Ligand","Receptor","SPP1|L","CD44|R","Ductal cell type 1","Fibroblast cell","Ductal cell type 1@Fibroblast cell","LR"
"9516",0.13249553,"Endocrine cell/DLK1|L","Ductal cell type 1/NOTCH2|R","Endocrine cell/DLK1|L@Ductal cell type 1/NOTCH2|R","Ligand","Receptor","DLK1|L","NOTCH2|R","Endocrine cell","Ductal cell type 1","Endocrine cell@Ductal cell type 1","LR"
"9517",0.13256594,"Ductal cell type 2/AZGP1|L","Ductal cell type 2/ITGAV|R","Ductal cell type 2/AZGP1|L@Ductal cell type 2/ITGAV|R","Ligand","Receptor","AZGP1|L","ITGAV|R","Ductal cell type 2","Ductal cell type 2","Ductal cell type 2@Ductal cell type 2","LR"
"9518",0.1328678,"B cell/LTB|L","Ductal cell type 1/TNFRSF1A|R","B cell/LTB|L@Ductal cell type 1/TNFRSF1A|R","Ligand","Receptor","LTB|L","TNFRSF1A|R","B cell","Ductal cell type 1","B cell@Ductal cell type 1","LR"
"9519",0.13296042,"Fibroblast cell/BMP4|L","Fibroblast cell/BMPR1A|R","Fibroblast cell/BMP4|L@Fibroblast cell/BMPR1A|R","Ligand","Receptor","BMP4|L","BMPR1A|R","Fibroblast cell","Fibroblast cell","Fibroblast cell@Fibroblast cell","LR"
"9520",0.13296042,"Fibroblast cell/BMP4|L","Fibroblast cell/BMPR1A|R","Fibroblast cell/BMP4|L@Fibroblast cell/BMPR1A|R","Ligand","Receptor","BMP4|L","BMPR1A|R","Fibroblast cell","Fibroblast cell","Fibroblast cell@Fibroblast cell","LR"
"9521",0.13320147,"Acinar cell/PTDSS1|L","Endothelial cell/SCARB1|R","Acinar cell/PTDSS1|L@Endothelial cell/SCARB1|R","Ligand","Receptor","PTDSS1|L","SCARB1|R","Acinar cell","Endothelial cell","Acinar cell@Endothelial cell","LR"
"9522",0.1332164,"Macrophage cell/S100A4|L","Fibroblast cell/EGFR|R","Macrophage cell/S100A4|L@Fibroblast cell/EGFR|R","Ligand","Receptor","S100A4|L","EGFR|R","Macrophage cell","Fibroblast cell","Macrophage cell@Fibroblast cell","LR"
"9523",0.1332778,"B cell/HMGB1|L","Macrophage cell/HAVCR2|R","B cell/HMGB1|L@Macrophage cell/HAVCR2|R","Ligand","Receptor","HMGB1|L","HAVCR2|R","B cell","Macrophage cell","B cell@Macrophage cell","LR"
"9524",0.13343734,"Ductal cell type 2/BMP2|L","Endocrine cell/BMPR1A|R","Ductal cell type 2/BMP2|L@Endocrine cell/BMPR1A|R","Ligand","Receptor","BMP2|L","BMPR1A|R","Ductal cell type 2","Endocrine cell","Ductal cell type 2@Endocrine cell","LR"
"9525",0.133645,"Ductal cell type 2/CALR|L","Macrophage cell/LRP1|R","Ductal cell type 2/CALR|L@Macrophage cell/LRP1|R","Ligand","Receptor","CALR|L","LRP1|R","Ductal cell type 2","Macrophage cell","Ductal cell type 2@Macrophage cell","LR"
"9526",0.13367632,"B cell/GNAI2|L","Macrophage cell/FPR1|R","B cell/GNAI2|L@Macrophage cell/FPR1|R","Ligand","Receptor","GNAI2|L","FPR1|R","B cell","Macrophage cell","B cell@Macrophage cell","LR"
"9527",0.1337683,"Endothelial cell/HLA-E|L","T cell/CD8A|R","Endothelial cell/HLA-E|L@T cell/CD8A|R","Ligand","Receptor","HLA-E|L","CD8A|R","Endothelial cell","T cell","Endothelial cell@T cell","LR"
"9528",0.13379481,"Fibroblast cell/WNT5A|L","Acinar cell/FZD3|R","Fibroblast cell/WNT5A|L@Acinar cell/FZD3|R","Ligand","Receptor","WNT5A|L","FZD3|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"9529",0.13379646,"Endocrine cell/CCL4|L","Macrophage cell/CCR1|R","Endocrine cell/CCL4|L@Macrophage cell/CCR1|R","Ligand","Receptor","CCL4|L","CCR1|R","Endocrine cell","Macrophage cell","Endocrine cell@Macrophage cell","LR"
"9530",0.13387468,"Endocrine cell/SEMA5A|L","Endothelial cell/MET|R","Endocrine cell/SEMA5A|L@Endothelial cell/MET|R","Ligand","Receptor","SEMA5A|L","MET|R","Endocrine cell","Endothelial cell","Endocrine cell@Endothelial cell","LR"
"9531",0.133954,"Macrophage cell/HSPA1A|L","Macrophage cell/TLR4|R","Macrophage cell/HSPA1A|L@Macrophage cell/TLR4|R","Ligand","Receptor","HSPA1A|L","TLR4|R","Macrophage cell","Macrophage cell","Macrophage cell@Macrophage cell","LR"
"9532",0.13395946,"Ductal cell type 1/CCL19|L","Stellate cell/CCR10|R","Ductal cell type 1/CCL19|L@Stellate cell/CCR10|R","Ligand","Receptor","CCL19|L","CCR10|R","Ductal cell type 1","Stellate cell","Ductal cell type 1@Stellate cell","LR"
"9533",0.1340034,"Ductal cell type 2/CALM1|L","Endothelial cell/AQP1|R","Ductal cell type 2/CALM1|L@Endothelial cell/AQP1|R","Ligand","Receptor","CALM1|L","AQP1|R","Ductal cell type 2","Endothelial cell","Ductal cell type 2@Endothelial cell","LR"
"9534",0.13413844,"Fibroblast cell/CSF1|L","Ductal cell type 1/SIRPA|R","Fibroblast cell/CSF1|L@Ductal cell type 1/SIRPA|R","Ligand","Receptor","CSF1|L","SIRPA|R","Fibroblast cell","Ductal cell type 1","Fibroblast cell@Ductal cell type 1","LR"
"9535",0.1341578,"Macrophage cell/CALM1|L","Endothelial cell/AQP1|R","Macrophage cell/CALM1|L@Endothelial cell/AQP1|R","Ligand","Receptor","CALM1|L","AQP1|R","Macrophage cell","Endothelial cell","Macrophage cell@Endothelial cell","LR"
"9536",0.13429885,"Fibroblast cell/CALM1|L","Ductal cell type 2/KCNN4|R","Fibroblast cell/CALM1|L@Ductal cell type 2/KCNN4|R","Ligand","Receptor","CALM1|L","KCNN4|R","Fibroblast cell","Ductal cell type 2","Fibroblast cell@Ductal cell type 2","LR"
"9537",0.13432358,"Ductal cell type 2/TXLNA|L","Endocrine cell/STX3|R","Ductal cell type 2/TXLNA|L@Endocrine cell/STX3|R","Ligand","Receptor","TXLNA|L","STX3|R","Ductal cell type 2","Endocrine cell","Ductal cell type 2@Endocrine cell","LR"
"9538",0.13433173,"Ductal cell type 2/WNT10A|L","Ductal cell type 1/LRP6|R","Ductal cell type 2/WNT10A|L@Ductal cell type 1/LRP6|R","Ligand","Receptor","WNT10A|L","LRP6|R","Ductal cell type 2","Ductal cell type 1","Ductal cell type 2@Ductal cell type 1","LR"
"9539",0.13433173,"Ductal cell type 2/WNT10A|L","Ductal cell type 1/LRP6|R","Ductal cell type 2/WNT10A|L@Ductal cell type 1/LRP6|R","Ligand","Receptor","WNT10A|L","LRP6|R","Ductal cell type 2","Ductal cell type 1","Ductal cell type 2@Ductal cell type 1","LR"
"9540",0.1344476,"Endocrine cell/TCTN1|L","Ductal cell type 1/TMEM67|R","Endocrine cell/TCTN1|L@Ductal cell type 1/TMEM67|R","Ligand","Receptor","TCTN1|L","TMEM67|R","Endocrine cell","Ductal cell type 1","Endocrine cell@Ductal cell type 1","LR"
"9541",0.13472456,"Ductal cell type 2/LRPAP1|L","Macrophage cell/SORL1|R","Ductal cell type 2/LRPAP1|L@Macrophage cell/SORL1|R","Ligand","Receptor","LRPAP1|L","SORL1|R","Ductal cell type 2","Macrophage cell","Ductal cell type 2@Macrophage cell","LR"
"9542",0.1347864,"Fibroblast cell/WNT5A|L","Acinar cell/LRP5|R","Fibroblast cell/WNT5A|L@Acinar cell/LRP5|R","Ligand","Receptor","WNT5A|L","LRP5|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"9543",0.13504606,"Endothelial cell/BMP1|L","Endocrine cell/BMPR1A|R","Endothelial cell/BMP1|L@Endocrine cell/BMPR1A|R","Ligand","Receptor","BMP1|L","BMPR1A|R","Endothelial cell","Endocrine cell","Endothelial cell@Endocrine cell","LR"
"9544",0.1350682,"Fibroblast cell/MIF|L","Macrophage cell/CXCR4|R","Fibroblast cell/MIF|L@Macrophage cell/CXCR4|R","Ligand","Receptor","MIF|L","CXCR4|R","Fibroblast cell","Macrophage cell","Fibroblast cell@Macrophage cell","LR"
"9545",0.13520245,"Ductal cell type 1/SEMA4D|L","Endocrine cell/PLXNB1|R","Ductal cell type 1/SEMA4D|L@Endocrine cell/PLXNB1|R","Ligand","Receptor","SEMA4D|L","PLXNB1|R","Ductal cell type 1","Endocrine cell","Ductal cell type 1@Endocrine cell","LR"
"9546",0.13522437,"Fibroblast cell/WNT5A|L","Endocrine cell/FZD6|R","Fibroblast cell/WNT5A|L@Endocrine cell/FZD6|R","Ligand","Receptor","WNT5A|L","FZD6|R","Fibroblast cell","Endocrine cell","Fibroblast cell@Endocrine cell","LR"
"9547",0.13523567,"Endocrine cell/CXCL13|L","Acinar cell/ADRA2A|R","Endocrine cell/CXCL13|L@Acinar cell/ADRA2A|R","Ligand","Receptor","CXCL13|L","ADRA2A|R","Endocrine cell","Acinar cell","Endocrine cell@Acinar cell","LR"
"9548",0.1352444,"Fibroblast cell/BGN|L","Stellate cell/LY96|R","Fibroblast cell/BGN|L@Stellate cell/LY96|R","Ligand","Receptor","BGN|L","LY96|R","Fibroblast cell","Stellate cell","Fibroblast cell@Stellate cell","LR"
"9549",0.1352824,"Stellate cell/COPA|L","Endothelial cell/CD74|R","Stellate cell/COPA|L@Endothelial cell/CD74|R","Ligand","Receptor","COPA|L","CD74|R","Stellate cell","Endothelial cell","Stellate cell@Endothelial cell","LR"
"9550",0.1354819,"Fibroblast cell/MIF|L","Ductal cell type 1/EGFR|R","Fibroblast cell/MIF|L@Ductal cell type 1/EGFR|R","Ligand","Receptor","MIF|L","EGFR|R","Fibroblast cell","Ductal cell type 1","Fibroblast cell@Ductal cell type 1","LR"
"9551",0.1357349,"Endothelial cell/CALM1|L","Ductal cell type 2/PTPRA|R","Endothelial cell/CALM1|L@Ductal cell type 2/PTPRA|R","Ligand","Receptor","CALM1|L","PTPRA|R","Endothelial cell","Ductal cell type 2","Endothelial cell@Ductal cell type 2","LR"
"9552",0.13577214,"Ductal cell type 1/SEMA4D|L","Acinar cell/PLXNB1|R","Ductal cell type 1/SEMA4D|L@Acinar cell/PLXNB1|R","Ligand","Receptor","SEMA4D|L","PLXNB1|R","Ductal cell type 1","Acinar cell","Ductal cell type 1@Acinar cell","LR"
"9553",0.1359717,"Endocrine cell/COPA|L","Endothelial cell/CD74|R","Endocrine cell/COPA|L@Endothelial cell/CD74|R","Ligand","Receptor","COPA|L","CD74|R","Endocrine cell","Endothelial cell","Endocrine cell@Endothelial cell","LR"
"9554",0.13602086,"Stellate cell/FABP5|L","Ductal cell type 2/RXRA|R","Stellate cell/FABP5|L@Ductal cell type 2/RXRA|R","Ligand","Receptor","FABP5|L","RXRA|R","Stellate cell","Ductal cell type 2","Stellate cell@Ductal cell type 2","LR"
"9555",0.1361777,"B cell/HMGB1|L","Macrophage cell/CXCR4|R","B cell/HMGB1|L@Macrophage cell/CXCR4|R","Ligand","Receptor","HMGB1|L","CXCR4|R","B cell","Macrophage cell","B cell@Macrophage cell","LR"
"9556",0.13624047,"Ductal cell type 1/SEMA4B|L","Ductal cell type 1/DCBLD2|R","Ductal cell type 1/SEMA4B|L@Ductal cell type 1/DCBLD2|R","Ligand","Receptor","SEMA4B|L","DCBLD2|R","Ductal cell type 1","Ductal cell type 1","Ductal cell type 1@Ductal cell type 1","LR"
"9557",0.13629302,"Fibroblast cell/TXLNA|L","Endocrine cell/STX3|R","Fibroblast cell/TXLNA|L@Endocrine cell/STX3|R","Ligand","Receptor","TXLNA|L","STX3|R","Fibroblast cell","Endocrine cell","Fibroblast cell@Endocrine cell","LR"
"9558",0.13630831,"Endocrine cell/NPW|L","Fibroblast cell/ADRA2A|R","Endocrine cell/NPW|L@Fibroblast cell/ADRA2A|R","Ligand","Receptor","NPW|L","ADRA2A|R","Endocrine cell","Fibroblast cell","Endocrine cell@Fibroblast cell","LR"
"9559",0.13643396,"Endocrine cell/WNT4|L","Ductal cell type 1/FZD3|R","Endocrine cell/WNT4|L@Ductal cell type 1/FZD3|R","Ligand","Receptor","WNT4|L","FZD3|R","Endocrine cell","Ductal cell type 1","Endocrine cell@Ductal cell type 1","LR"
"9560",0.13643396,"Endocrine cell/WNT4|L","Ductal cell type 1/FZD3|R","Endocrine cell/WNT4|L@Ductal cell type 1/FZD3|R","Ligand","Receptor","WNT4|L","FZD3|R","Endocrine cell","Ductal cell type 1","Endocrine cell@Ductal cell type 1","LR"
"9561",0.1364378,"Ductal cell type 1/SEMA4D|L","Macrophage cell/CD72|R","Ductal cell type 1/SEMA4D|L@Macrophage cell/CD72|R","Ligand","Receptor","SEMA4D|L","CD72|R","Ductal cell type 1","Macrophage cell","Ductal cell type 1@Macrophage cell","LR"
"9562",0.13650165,"Acinar cell/EGF|L","Ductal cell type 2/RHBDL2|R","Acinar cell/EGF|L@Ductal cell type 2/RHBDL2|R","Ligand","Receptor","EGF|L","RHBDL2|R","Acinar cell","Ductal cell type 2","Acinar cell@Ductal cell type 2","LR"
"9563",0.1366952,"Endocrine cell/S100A9|L","Endothelial cell/CD36|R","Endocrine cell/S100A9|L@Endothelial cell/CD36|R","Ligand","Receptor","S100A9|L","CD36|R","Endocrine cell","Endothelial cell","Endocrine cell@Endothelial cell","LR"
"9564",0.13671169,"Endocrine cell/NCAM1|L","Stellate cell/FGFR1|R","Endocrine cell/NCAM1|L@Stellate cell/FGFR1|R","Ligand","Receptor","NCAM1|L","FGFR1|R","Endocrine cell","Stellate cell","Endocrine cell@Stellate cell","LR"
"9565",0.1368244,"Fibroblast cell/C3|L","Ductal cell type 1/ADRA2A|R","Fibroblast cell/C3|L@Ductal cell type 1/ADRA2A|R","Ligand","Receptor","C3|L","ADRA2A|R","Fibroblast cell","Ductal cell type 1","Fibroblast cell@Ductal cell type 1","LR"
