"","LRScore","ligpair","recpair","allpair","type_gene_A","type_gene_B","gene_A","gene_B","source","target","cellpair","interaction_type"
"9566",0.1369838,"Macrophage cell/S100A4|L","Fibroblast cell/ERBB2|R","Macrophage cell/S100A4|L@Fibroblast cell/ERBB2|R","Ligand","Receptor","S100A4|L","ERBB2|R","Macrophage cell","Fibroblast cell","Macrophage cell@Fibroblast cell","LR"
"9567",0.1370683,"Endothelial cell/COL13A1|L","Acinar cell/ITGA2|R","Endothelial cell/COL13A1|L@Acinar cell/ITGA2|R","Ligand","Receptor","COL13A1|L","ITGA2|R","Endothelial cell","Acinar cell","Endothelial cell@Acinar cell","LR"
"9568",0.13713294,"Ductal cell type 1/SEMA4D|L","Ductal cell type 2/PLXNB1|R","Ductal cell type 1/SEMA4D|L@Ductal cell type 2/PLXNB1|R","Ligand","Receptor","SEMA4D|L","PLXNB1|R","Ductal cell type 1","Ductal cell type 2","Ductal cell type 1@Ductal cell type 2","LR"
"9569",0.1371407,"Fibroblast cell/TNFSF13B|L","Endothelial cell/HLA-DPB1|R","Fibroblast cell/TNFSF13B|L@Endothelial cell/HLA-DPB1|R","Ligand","Receptor","TNFSF13B|L","HLA-DPB1|R","Fibroblast cell","Endothelial cell","Fibroblast cell@Endothelial cell","LR"
"9570",0.1371847,"Fibroblast cell/WNT5A|L","Acinar cell/FZD6|R","Fibroblast cell/WNT5A|L@Acinar cell/FZD6|R","Ligand","Receptor","WNT5A|L","FZD6|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"9571",0.13720907,"Endocrine cell/FARP2|L","Acinar cell/PLXNA2|R","Endocrine cell/FARP2|L@Acinar cell/PLXNA2|R","Ligand","Receptor","FARP2|L","PLXNA2|R","Endocrine cell","Acinar cell","Endocrine cell@Acinar cell","LR"
"9572",0.1374401,"Acinar cell/CCL28|L","Fibroblast cell/ADRA2A|R","Acinar cell/CCL28|L@Fibroblast cell/ADRA2A|R","Ligand","Receptor","CCL28|L","ADRA2A|R","Acinar cell","Fibroblast cell","Acinar cell@Fibroblast cell","LR"
"9573",0.13744787,"Endocrine cell/DLK1|L","Fibroblast cell/NOTCH2|R","Endocrine cell/DLK1|L@Fibroblast cell/NOTCH2|R","Ligand","Receptor","DLK1|L","NOTCH2|R","Endocrine cell","Fibroblast cell","Endocrine cell@Fibroblast cell","LR"
"9574",0.1374868,"Endothelial cell/INS|L","Ductal cell type 2/IGF1R|R","Endothelial cell/INS|L@Ductal cell type 2/IGF1R|R","Ligand","Receptor","INS|L","IGF1R|R","Endothelial cell","Ductal cell type 2","Endothelial cell@Ductal cell type 2","LR"
"9575",0.1375769,"Fibroblast cell/MIF|L","Ductal cell type 2/EGFR|R","Fibroblast cell/MIF|L@Ductal cell type 2/EGFR|R","Ligand","Receptor","MIF|L","EGFR|R","Fibroblast cell","Ductal cell type 2","Fibroblast cell@Ductal cell type 2","LR"
"9576",0.13774253,"Macrophage cell/S100A9|L","Ductal cell type 1/ITGB2|R","Macrophage cell/S100A9|L@Ductal cell type 1/ITGB2|R","Ligand","Receptor","S100A9|L","ITGB2|R","Macrophage cell","Ductal cell type 1","Macrophage cell@Ductal cell type 1","LR"
"9577",0.13774385,"B cell/ADA|L","Ductal cell type 2/DPP4|R","B cell/ADA|L@Ductal cell type 2/DPP4|R","Ligand","Receptor","ADA|L","DPP4|R","B cell","Ductal cell type 2","B cell@Ductal cell type 2","LR"
"9578",0.1377674,"Macrophage cell/LGALS1|L","Macrophage cell/CD69|R","Macrophage cell/LGALS1|L@Macrophage cell/CD69|R","Ligand","Receptor","LGALS1|L","CD69|R","Macrophage cell","Macrophage cell","Macrophage cell@Macrophage cell","LR"
"9579",0.1377727,"Ductal cell type 1/ADAM10|L","Macrophage cell/TREM2|R","Ductal cell type 1/ADAM10|L@Macrophage cell/TREM2|R","Ligand","Receptor","ADAM10|L","TREM2|R","Ductal cell type 1","Macrophage cell","Ductal cell type 1@Macrophage cell","LR"
"9580",0.13782811,"Ductal cell type 1/CGN|L","Acinar cell/TGFBR1|R","Ductal cell type 1/CGN|L@Acinar cell/TGFBR1|R","Ligand","Receptor","CGN|L","TGFBR1|R","Ductal cell type 1","Acinar cell","Ductal cell type 1@Acinar cell","LR"
"9581",0.13783598,"Fibroblast cell/WNT5A|L","Acinar cell/FZD5|R","Fibroblast cell/WNT5A|L@Acinar cell/FZD5|R","Ligand","Receptor","WNT5A|L","FZD5|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"9582",0.13806137,"Ductal cell type 2/WNT10A|L","Ductal cell type 1/LRP5|R","Ductal cell type 2/WNT10A|L@Ductal cell type 1/LRP5|R","Ligand","Receptor","WNT10A|L","LRP5|R","Ductal cell type 2","Ductal cell type 1","Ductal cell type 2@Ductal cell type 1","LR"
"9583",0.13806137,"Ductal cell type 2/WNT10A|L","Ductal cell type 1/LRP5|R","Ductal cell type 2/WNT10A|L@Ductal cell type 1/LRP5|R","Ligand","Receptor","WNT10A|L","LRP5|R","Ductal cell type 2","Ductal cell type 1","Ductal cell type 2@Ductal cell type 1","LR"
"9584",0.1380749,"Macrophage cell/S100A4|L","Endocrine cell/ERBB2|R","Macrophage cell/S100A4|L@Endocrine cell/ERBB2|R","Ligand","Receptor","S100A4|L","ERBB2|R","Macrophage cell","Endocrine cell","Macrophage cell@Endocrine cell","LR"
"9585",0.1381036,"Endothelial cell/HLA-DPB1|L","T cell/CD4|R","Endothelial cell/HLA-DPB1|L@T cell/CD4|R","Ligand","Receptor","HLA-DPB1|L","CD4|R","Endothelial cell","T cell","Endothelial cell@T cell","LR"
"9586",0.1381809,"Fibroblast cell/ADM|L","Fibroblast cell/RAMP1|R","Fibroblast cell/ADM|L@Fibroblast cell/RAMP1|R","Ligand","Receptor","ADM|L","RAMP1|R","Fibroblast cell","Fibroblast cell","Fibroblast cell@Fibroblast cell","LR"
"9587",0.13827701,"Ductal cell type 2/MAML2|L","Stellate cell/NOTCH1|R","Ductal cell type 2/MAML2|L@Stellate cell/NOTCH1|R","Ligand","Receptor","MAML2|L","NOTCH1|R","Ductal cell type 2","Stellate cell","Ductal cell type 2@Stellate cell","LR"
"9588",0.1383546,"Fibroblast cell/WNT2|L","Acinar cell/FZD3|R","Fibroblast cell/WNT2|L@Acinar cell/FZD3|R","Ligand","Receptor","WNT2|L","FZD3|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"9589",0.1383546,"Fibroblast cell/WNT2|L","Acinar cell/FZD3|R","Fibroblast cell/WNT2|L@Acinar cell/FZD3|R","Ligand","Receptor","WNT2|L","FZD3|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"9590",0.13864835,"Ductal cell type 1/SEMA4D|L","Endothelial cell/MET|R","Ductal cell type 1/SEMA4D|L@Endothelial cell/MET|R","Ligand","Receptor","SEMA4D|L","MET|R","Ductal cell type 1","Endothelial cell","Ductal cell type 1@Endothelial cell","LR"
"9591",0.13880486,"Stellate cell/FABP5|L","Ductal cell type 1/RXRA|R","Stellate cell/FABP5|L@Ductal cell type 1/RXRA|R","Ligand","Receptor","FABP5|L","RXRA|R","Stellate cell","Ductal cell type 1","Stellate cell@Ductal cell type 1","LR"
"9592",0.13896584,"Macrophage cell/PLAU|L","Macrophage cell/PLAUR|R","Macrophage cell/PLAU|L@Macrophage cell/PLAUR|R","Ligand","Receptor","PLAU|L","PLAUR|R","Macrophage cell","Macrophage cell","Macrophage cell@Macrophage cell","LR"
"9593",0.1392008,"Stellate cell/APOE|L","Ductal cell type 1/SORL1|R","Stellate cell/APOE|L@Ductal cell type 1/SORL1|R","Ligand","Receptor","APOE|L","SORL1|R","Stellate cell","Ductal cell type 1","Stellate cell@Ductal cell type 1","LR"
"9594",0.13934618,"Fibroblast cell/WNT2|L","Acinar cell/LRP5|R","Fibroblast cell/WNT2|L@Acinar cell/LRP5|R","Ligand","Receptor","WNT2|L","LRP5|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"9595",0.13934618,"Fibroblast cell/WNT2|L","Acinar cell/LRP5|R","Fibroblast cell/WNT2|L@Acinar cell/LRP5|R","Ligand","Receptor","WNT2|L","LRP5|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"9596",0.13939473,"Acinar cell/CCL28|L","Stellate cell/CCR10|R","Acinar cell/CCL28|L@Stellate cell/CCR10|R","Ligand","Receptor","CCL28|L","CCR10|R","Acinar cell","Stellate cell","Acinar cell@Stellate cell","LR"
"9597",0.1394265,"Endothelial cell/HLA-A|L","Endothelial cell/APLP2|R","Endothelial cell/HLA-A|L@Endothelial cell/APLP2|R","Ligand","Receptor","HLA-A|L","APLP2|R","Endothelial cell","Endothelial cell","Endothelial cell@Endothelial cell","LR"
"9598",0.13945597,"Ductal cell type 1/TGS1|L","Endothelial cell/RXRA|R","Ductal cell type 1/TGS1|L@Endothelial cell/RXRA|R","Ligand","Receptor","TGS1|L","RXRA|R","Ductal cell type 1","Endothelial cell","Ductal cell type 1@Endothelial cell","LR"
"9599",0.13955833,"Ductal cell type 2/ARF6|L","Stellate cell/SMAP1|R","Ductal cell type 2/ARF6|L@Stellate cell/SMAP1|R","Ligand","Receptor","ARF6|L","SMAP1|R","Ductal cell type 2","Stellate cell","Ductal cell type 2@Stellate cell","LR"
"9600",0.1395673,"Ductal cell type 2/TIMP1|L","Stellate cell/CD63|R","Ductal cell type 2/TIMP1|L@Stellate cell/CD63|R","Ligand","Receptor","TIMP1|L","CD63|R","Ductal cell type 2","Stellate cell","Ductal cell type 2@Stellate cell","LR"
"9601",0.1396389,"Macrophage cell/HLA-DMB|L","Stellate cell/CD4|R","Macrophage cell/HLA-DMB|L@Stellate cell/CD4|R","Ligand","Receptor","HLA-DMB|L","CD4|R","Macrophage cell","Stellate cell","Macrophage cell@Stellate cell","LR"
"9602",0.13978416,"Fibroblast cell/WNT2|L","Endocrine cell/FZD6|R","Fibroblast cell/WNT2|L@Endocrine cell/FZD6|R","Ligand","Receptor","WNT2|L","FZD6|R","Fibroblast cell","Endocrine cell","Fibroblast cell@Endocrine cell","LR"
"9603",0.13979182,"Fibroblast cell/BMP4|L","Ductal cell type 1/BMPR1A|R","Fibroblast cell/BMP4|L@Ductal cell type 1/BMPR1A|R","Ligand","Receptor","BMP4|L","BMPR1A|R","Fibroblast cell","Ductal cell type 1","Fibroblast cell@Ductal cell type 1","LR"
"9604",0.1398146,"Endothelial cell/INS|L","Macrophage cell/LILRB2|R","Endothelial cell/INS|L@Macrophage cell/LILRB2|R","Ligand","Receptor","INS|L","LILRB2|R","Endothelial cell","Macrophage cell","Endothelial cell@Macrophage cell","LR"
"9605",0.139853,"Ductal cell type 1/PROS1|L","Macrophage cell/MERTK|R","Ductal cell type 1/PROS1|L@Macrophage cell/MERTK|R","Ligand","Receptor","PROS1|L","MERTK|R","Ductal cell type 1","Macrophage cell","Ductal cell type 1@Macrophage cell","LR"
"9606",0.14005843,"Ductal cell type 2/PTN|L","Ductal cell type 2/SDC3|R","Ductal cell type 2/PTN|L@Ductal cell type 2/SDC3|R","Ligand","Receptor","PTN|L","SDC3|R","Ductal cell type 2","Ductal cell type 2","Ductal cell type 2@Ductal cell type 2","LR"
"9607",0.14005959,"Ductal cell type 1/CCL19|L","Macrophage cell/CCRL2|R","Ductal cell type 1/CCL19|L@Macrophage cell/CCRL2|R","Ligand","Receptor","CCL19|L","CCRL2|R","Ductal cell type 1","Macrophage cell","Ductal cell type 1@Macrophage cell","LR"
"9608",0.14026132,"Acinar cell/MXRA5|L","Macrophage cell/SIGLEC7|R","Acinar cell/MXRA5|L@Macrophage cell/SIGLEC7|R","Ligand","Receptor","MXRA5|L","SIGLEC7|R","Acinar cell","Macrophage cell","Acinar cell@Macrophage cell","LR"
"9609",0.14048574,"Endothelial cell/CALM1|L","Stellate cell/PDE1A|R","Endothelial cell/CALM1|L@Stellate cell/PDE1A|R","Ligand","Receptor","CALM1|L","PDE1A|R","Endothelial cell","Stellate cell","Endothelial cell@Stellate cell","LR"
"9610",0.1406623,"Endocrine cell/CXCL13|L","Fibroblast cell/ADRA2A|R","Endocrine cell/CXCL13|L@Fibroblast cell/ADRA2A|R","Ligand","Receptor","CXCL13|L","ADRA2A|R","Endocrine cell","Fibroblast cell","Endocrine cell@Fibroblast cell","LR"
"9611",0.1407223,"Ductal cell type 2/LAMB3|L","Ductal cell type 2/CD151|R","Ductal cell type 2/LAMB3|L@Ductal cell type 2/CD151|R","Ligand","Receptor","LAMB3|L","CD151|R","Ductal cell type 2","Ductal cell type 2","Ductal cell type 2@Ductal cell type 2","LR"
"9612",0.1408427,"Stellate cell/HLA-B|L","T cell/CD8A|R","Stellate cell/HLA-B|L@T cell/CD8A|R","Ligand","Receptor","HLA-B|L","CD8A|R","Stellate cell","T cell","Stellate cell@T cell","LR"
"9613",0.14094105,"Endothelial cell/MAML2|L","Stellate cell/NOTCH1|R","Endothelial cell/MAML2|L@Stellate cell/NOTCH1|R","Ligand","Receptor","MAML2|L","NOTCH1|R","Endothelial cell","Stellate cell","Endothelial cell@Stellate cell","LR"
"9614",0.14119355,"Endocrine cell/TXLNA|L","Ductal cell type 1/STX3|R","Endocrine cell/TXLNA|L@Ductal cell type 1/STX3|R","Ligand","Receptor","TXLNA|L","STX3|R","Endocrine cell","Ductal cell type 1","Endocrine cell@Ductal cell type 1","LR"
"9615",0.14121902,"Stellate cell/THBS1|L","Endothelial cell/CD36|R","Stellate cell/THBS1|L@Endothelial cell/CD36|R","Ligand","Receptor","THBS1|L","CD36|R","Stellate cell","Endothelial cell","Stellate cell@Endothelial cell","LR"
"9616",0.14122689,"Ductal cell type 1/TXLNA|L","Ductal cell type 1/STX3|R","Ductal cell type 1/TXLNA|L@Ductal cell type 1/STX3|R","Ligand","Receptor","TXLNA|L","STX3|R","Ductal cell type 1","Ductal cell type 1","Ductal cell type 1@Ductal cell type 1","LR"
"9617",0.1412898,"Ductal cell type 1/C3|L","B cell/CD19|R","Ductal cell type 1/C3|L@B cell/CD19|R","Ligand","Receptor","C3|L","CD19|R","Ductal cell type 1","B cell","Ductal cell type 1@B cell","LR"
"9618",0.1413346,"Fibroblast cell/WNT5A|L","Ductal cell type 2/PTK7|R","Fibroblast cell/WNT5A|L@Ductal cell type 2/PTK7|R","Ligand","Receptor","WNT5A|L","PTK7|R","Fibroblast cell","Ductal cell type 2","Fibroblast cell@Ductal cell type 2","LR"
"9619",0.1413538,"Macrophage cell/C3|L","Stellate cell/IFITM1|R","Macrophage cell/C3|L@Stellate cell/IFITM1|R","Ligand","Receptor","C3|L","IFITM1|R","Macrophage cell","Stellate cell","Macrophage cell@Stellate cell","LR"
"9620",0.14140606,"Acinar cell/IL18|L","Endothelial cell/IL18BP|R","Acinar cell/IL18|L@Endothelial cell/IL18BP|R","Ligand","Receptor","IL18|L","IL18BP|R","Acinar cell","Endothelial cell","Acinar cell@Endothelial cell","LR"
"9621",0.14161196,"Fibroblast cell/CSF1|L","Endothelial cell/SIRPA|R","Fibroblast cell/CSF1|L@Endothelial cell/SIRPA|R","Ligand","Receptor","CSF1|L","SIRPA|R","Fibroblast cell","Endothelial cell","Fibroblast cell@Endothelial cell","LR"
"9622",0.14161846,"T cell/LTB|L","Ductal cell type 2/CD40|R","T cell/LTB|L@Ductal cell type 2/CD40|R","Ligand","Receptor","LTB|L","CD40|R","T cell","Ductal cell type 2","T cell@Ductal cell type 2","LR"
"9623",0.14169607,"Ductal cell type 2/PTDSS1|L","Endothelial cell/SCARB1|R","Ductal cell type 2/PTDSS1|L@Endothelial cell/SCARB1|R","Ligand","Receptor","PTDSS1|L","SCARB1|R","Ductal cell type 2","Endothelial cell","Ductal cell type 2@Endothelial cell","LR"
"9624",0.14174448,"Fibroblast cell/WNT2|L","Acinar cell/FZD6|R","Fibroblast cell/WNT2|L@Acinar cell/FZD6|R","Ligand","Receptor","WNT2|L","FZD6|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"9625",0.14177348,"Acinar cell/NTS|L","Acinar cell/SORT1|R","Acinar cell/NTS|L@Acinar cell/SORT1|R","Ligand","Receptor","NTS|L","SORT1|R","Acinar cell","Acinar cell","Acinar cell@Acinar cell","LR"
"9626",0.14181842,"Endocrine cell/DLK1|L","Stellate cell/NOTCH2|R","Endocrine cell/DLK1|L@Stellate cell/NOTCH2|R","Ligand","Receptor","DLK1|L","NOTCH2|R","Endocrine cell","Stellate cell","Endocrine cell@Stellate cell","LR"
"9627",0.1418618,"Endothelial cell/SPP1|L","Fibroblast cell/ITGAV|R","Endothelial cell/SPP1|L@Fibroblast cell/ITGAV|R","Ligand","Receptor","SPP1|L","ITGAV|R","Endothelial cell","Fibroblast cell","Endothelial cell@Fibroblast cell","LR"
"9628",0.1418618,"Endothelial cell/SPP1|L","Fibroblast cell/ITGAV|R","Endothelial cell/SPP1|L@Fibroblast cell/ITGAV|R","Ligand","Receptor","SPP1|L","ITGAV|R","Endothelial cell","Fibroblast cell","Endothelial cell@Fibroblast cell","LR"
"9629",0.1418618,"Endothelial cell/SPP1|L","Fibroblast cell/ITGAV|R","Endothelial cell/SPP1|L@Fibroblast cell/ITGAV|R","Ligand","Receptor","SPP1|L","ITGAV|R","Endothelial cell","Fibroblast cell","Endothelial cell@Fibroblast cell","LR"
"9630",0.1418618,"Endothelial cell/SPP1|L","Fibroblast cell/ITGAV|R","Endothelial cell/SPP1|L@Fibroblast cell/ITGAV|R","Ligand","Receptor","SPP1|L","ITGAV|R","Endothelial cell","Fibroblast cell","Endothelial cell@Fibroblast cell","LR"
"9631",0.14210285,"Endothelial cell/C3|L","B cell/CD19|R","Endothelial cell/C3|L@B cell/CD19|R","Ligand","Receptor","C3|L","CD19|R","Endothelial cell","B cell","Endothelial cell@B cell","LR"
"9632",0.1423501,"Fibroblast cell/MIF|L","Macrophage cell/CD44|R","Fibroblast cell/MIF|L@Macrophage cell/CD44|R","Ligand","Receptor","MIF|L","CD44|R","Fibroblast cell","Macrophage cell","Fibroblast cell@Macrophage cell","LR"
"9633",0.14239576,"Fibroblast cell/WNT2|L","Acinar cell/FZD5|R","Fibroblast cell/WNT2|L@Acinar cell/FZD5|R","Ligand","Receptor","WNT2|L","FZD5|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"9634",0.14241622,"Ductal cell type 1/TGS1|L","Endocrine cell/RXRA|R","Ductal cell type 1/TGS1|L@Endocrine cell/RXRA|R","Ligand","Receptor","TGS1|L","RXRA|R","Ductal cell type 1","Endocrine cell","Ductal cell type 1@Endocrine cell","LR"
"9635",0.14256558,"Ductal cell type 2/WNT10A|L","Endothelial cell/LRP5|R","Ductal cell type 2/WNT10A|L@Endothelial cell/LRP5|R","Ligand","Receptor","WNT10A|L","LRP5|R","Ductal cell type 2","Endothelial cell","Ductal cell type 2@Endothelial cell","LR"
"9636",0.14256558,"Ductal cell type 2/WNT10A|L","Endothelial cell/LRP5|R","Ductal cell type 2/WNT10A|L@Endothelial cell/LRP5|R","Ligand","Receptor","WNT10A|L","LRP5|R","Ductal cell type 2","Endothelial cell","Ductal cell type 2@Endothelial cell","LR"
"9637",0.14261693,"Endocrine cell/CXCL13|L","Stellate cell/CCR10|R","Endocrine cell/CXCL13|L@Stellate cell/CCR10|R","Ligand","Receptor","CXCL13|L","CCR10|R","Endocrine cell","Stellate cell","Endocrine cell@Stellate cell","LR"
"9638",0.14266305,"Endocrine cell/DLK1|L","Fibroblast cell/NOTCH3|R","Endocrine cell/DLK1|L@Fibroblast cell/NOTCH3|R","Ligand","Receptor","DLK1|L","NOTCH3|R","Endocrine cell","Fibroblast cell","Endocrine cell@Fibroblast cell","LR"
"9639",0.14268214,"Fibroblast cell/TCTN1|L","Endocrine cell/TMEM67|R","Fibroblast cell/TCTN1|L@Endocrine cell/TMEM67|R","Ligand","Receptor","TCTN1|L","TMEM67|R","Fibroblast cell","Endocrine cell","Fibroblast cell@Endocrine cell","LR"
"9640",0.1426964,"Endothelial cell/CALM1|L","Endothelial cell/AQP1|R","Endothelial cell/CALM1|L@Endothelial cell/AQP1|R","Ligand","Receptor","CALM1|L","AQP1|R","Endothelial cell","Endothelial cell","Endothelial cell@Endothelial cell","LR"
"9641",0.142704,"Endothelial cell/INS|L","Fibroblast cell/INSR|R","Endothelial cell/INS|L@Fibroblast cell/INSR|R","Ligand","Receptor","INS|L","INSR|R","Endothelial cell","Fibroblast cell","Endothelial cell@Fibroblast cell","LR"
"9642",0.14270475,"Endothelial cell/APOE|L","Macrophage cell/TREM2|R","Endothelial cell/APOE|L@Macrophage cell/TREM2|R","Ligand","Receptor","APOE|L","TREM2|R","Endothelial cell","Macrophage cell","Endothelial cell@Macrophage cell","LR"
"9643",0.1428168,"Fibroblast cell/MIF|L","Stellate cell/CD44|R","Fibroblast cell/MIF|L@Stellate cell/CD44|R","Ligand","Receptor","MIF|L","CD44|R","Fibroblast cell","Stellate cell","Fibroblast cell@Stellate cell","LR"
"9644",0.14295673,"Endothelial cell/CCL19|L","Stellate cell/CCR10|R","Endothelial cell/CCL19|L@Stellate cell/CCR10|R","Ligand","Receptor","CCL19|L","CCR10|R","Endothelial cell","Stellate cell","Endothelial cell@Stellate cell","LR"
"9645",0.14296198,"Acinar cell/NTS|L","Endothelial cell/SORT1|R","Acinar cell/NTS|L@Endothelial cell/SORT1|R","Ligand","Receptor","NTS|L","SORT1|R","Acinar cell","Endothelial cell","Acinar cell@Endothelial cell","LR"
"9646",0.1430286,"Ductal cell type 2/C3|L","Fibroblast cell/LRP1|R","Ductal cell type 2/C3|L@Fibroblast cell/LRP1|R","Ligand","Receptor","C3|L","LRP1|R","Ductal cell type 2","Fibroblast cell","Ductal cell type 2@Fibroblast cell","LR"
"9647",0.14303485,"Ductal cell type 1/LRIG1|L","Endothelial cell/MET|R","Ductal cell type 1/LRIG1|L@Endothelial cell/MET|R","Ligand","Receptor","LRIG1|L","MET|R","Ductal cell type 1","Endothelial cell","Ductal cell type 1@Endothelial cell","LR"
"9648",0.1431819,"Ductal cell type 2/AZGP1|L","Stellate cell/ITGAV|R","Ductal cell type 2/AZGP1|L@Stellate cell/ITGAV|R","Ligand","Receptor","AZGP1|L","ITGAV|R","Ductal cell type 2","Stellate cell","Ductal cell type 2@Stellate cell","LR"
"9649",0.14362612,"Ductal cell type 2/EFNA4|L","Stellate cell/EPHA2|R","Ductal cell type 2/EFNA4|L@Stellate cell/EPHA2|R","Ligand","Receptor","EFNA4|L","EPHA2|R","Ductal cell type 2","Stellate cell","Ductal cell type 2@Stellate cell","LR"
"9650",0.14394814,"Ductal cell type 1/GZMA|L","Ductal cell type 1/PARD3|R","Ductal cell type 1/GZMA|L@Ductal cell type 1/PARD3|R","Ligand","Receptor","GZMA|L","PARD3|R","Ductal cell type 1","Ductal cell type 1","Ductal cell type 1@Ductal cell type 1","LR"
"9651",0.14396012,"Endocrine cell/BMP5|L","Ductal cell type 1/BMPR1A|R","Endocrine cell/BMP5|L@Ductal cell type 1/BMPR1A|R","Ligand","Receptor","BMP5|L","BMPR1A|R","Endocrine cell","Ductal cell type 1","Endocrine cell@Ductal cell type 1","LR"
"9652",0.14409378,"Endothelial cell/IRAK4|L","Macrophage cell/TLR4|R","Endothelial cell/IRAK4|L@Macrophage cell/TLR4|R","Ligand","Receptor","IRAK4|L","TLR4|R","Endothelial cell","Macrophage cell","Endothelial cell@Macrophage cell","LR"
"9653",0.14429977,"Endocrine cell/GCG|L","Endocrine cell/RAMP2|R","Endocrine cell/GCG|L@Endocrine cell/RAMP2|R","Ligand","Receptor","GCG|L","RAMP2|R","Endocrine cell","Endocrine cell","Endocrine cell@Endocrine cell","LR"
"9654",0.14443688,"Acinar cell/PDGFC|L","Endothelial cell/FLT4|R","Acinar cell/PDGFC|L@Endothelial cell/FLT4|R","Ligand","Receptor","PDGFC|L","FLT4|R","Acinar cell","Endothelial cell","Acinar cell@Endothelial cell","LR"
"9655",0.1445288,"Fibroblast cell/WNT5A|L","Acinar cell/LRP6|R","Fibroblast cell/WNT5A|L@Acinar cell/LRP6|R","Ligand","Receptor","WNT5A|L","LRP6|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"9656",0.14459082,"Endocrine cell/BMP5|L","Fibroblast cell/ACVR2A|R","Endocrine cell/BMP5|L@Fibroblast cell/ACVR2A|R","Ligand","Receptor","BMP5|L","ACVR2A|R","Endocrine cell","Fibroblast cell","Endocrine cell@Fibroblast cell","LR"
"9657",0.14470267,"Endocrine cell/APOE|L","Macrophage cell/TREM2|R","Endocrine cell/APOE|L@Macrophage cell/TREM2|R","Ligand","Receptor","APOE|L","TREM2|R","Endocrine cell","Macrophage cell","Endocrine cell@Macrophage cell","LR"
"9658",0.1447849,"Macrophage cell/ANXA1|L","Macrophage cell/FPR1|R","Macrophage cell/ANXA1|L@Macrophage cell/FPR1|R","Ligand","Receptor","ANXA1|L","FPR1|R","Macrophage cell","Macrophage cell","Macrophage cell@Macrophage cell","LR"
