,ligand,receptor,source,target,lr_means,cellphone_pvals,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
3729,COL1A1,ITGA1,Stellate cell,Endothelial cell,1.1459111,0.0,Ligand,Receptor,COL1A1,ITGA1,1.1459111
3731,S100A4,EGFR,Ductal cell type 2,Ductal cell type 1,1.1457696,0.0,Ligand,Receptor,S100A4,EGFR,1.1457696
3733,S100A4,EGFR,Ductal cell type 2,Endocrine cell,1.1454185,0.0,Ligand,Receptor,S100A4,EGFR,1.1454185
3734,VWF,ITGB1,Endothelial cell,Acinar cell,1.1452692,0.001,Ligand,Receptor,VWF,ITGB1,1.1452692
3736,LGALS3,ENG,Ductal cell type 2,T cell,1.1451705,0.0,Ligand,Receptor,LGALS3,ENG,1.1451705
3737,COL1A1,CD93,Endocrine cell,Endothelial cell,1.1448848,0.01,Ligand,Receptor,COL1A1,CD93,1.1448848
3738,ADAM9,ITGB1,Ductal cell type 2,Fibroblast cell,1.1447837,0.0,Ligand,Receptor,ADAM9,ITGB1,1.1447837
3739,LAMB1,CD44,Endothelial cell,Acinar cell,1.1447059,0.0,Ligand,Receptor,LAMB1,CD44,1.1447059
3743,CD58,CD2,Endothelial cell,T cell,1.1439887,0.0,Ligand,Receptor,CD58,CD2,1.1439887
3744,PSAP,SORT1,Fibroblast cell,Ductal cell type 1,1.1438801,0.0,Ligand,Receptor,PSAP,SORT1,1.1438801
3746,VCAN,CD44,Fibroblast cell,Fibroblast cell,1.1431537,0.0,Ligand,Receptor,VCAN,CD44,1.1431537
3747,COL1A2,ITGA3,Stellate cell,Endocrine cell,1.1431231,0.0,Ligand,Receptor,COL1A2,ITGA3,1.1431231
3748,MIA,ITGB1,Ductal cell type 2,Fibroblast cell,1.1429844,0.0,Ligand,Receptor,MIA,ITGB1,1.1429844
3749,APOE,LRP5,Stellate cell,Ductal cell type 2,1.1429209,0.0,Ligand,Receptor,APOE,LRP5,1.1429209
3750,APP,LRP10,Endothelial cell,T cell,1.1429031,0.0,Ligand,Receptor,APP,LRP10,1.1429031
3751,APP,TNFRSF21,Ductal cell type 1,Ductal cell type 2,1.14288,0.0,Ligand,Receptor,APP,TNFRSF21,1.14288
3754,MYL9,CD69,Macrophage cell,T cell,1.1425848,0.0,Ligand,Receptor,MYL9,CD69,1.1425848
3755,DLL1,NOTCH3,Endothelial cell,Stellate cell,1.1425658,0.0,Ligand,Receptor,DLL1,NOTCH3,1.1425658
3756,ADAM9,ITGB1,Ductal cell type 1,Fibroblast cell,1.1422455,0.0,Ligand,Receptor,ADAM9,ITGB1,1.1422455
3758,COL6A2,ITGA1,Fibroblast cell,Acinar cell,1.141704,0.0,Ligand,Receptor,COL6A2,ITGA1,1.141704
3759,COL4A1,ITGA1,Fibroblast cell,Endothelial cell,1.1415359,0.0,Ligand,Receptor,COL4A1,ITGA1,1.1415359
3761,GSTP1,TRAF2,Ductal cell type 2,Endocrine cell,1.1414658,0.009,Ligand,Receptor,GSTP1,TRAF2,1.1414658
3768,CALM1,SCTR,Stellate cell,Ductal cell type 1,1.1402797,0.0,Ligand,Receptor,CALM1,SCTR,1.1402797
3769,ANXA2,ROBO4,Macrophage cell,Endothelial cell,1.1402037,0.0,Ligand,Receptor,ANXA2,ROBO4,1.1402037
3771,S100A4,EGFR,Ductal cell type 2,Ductal cell type 2,1.1401148,0.0,Ligand,Receptor,S100A4,EGFR,1.1401148
3772,MDK,NCL,Ductal cell type 2,Acinar cell,1.1399724,0.001,Ligand,Receptor,MDK,NCL,1.1399724
3773,GNAI2,S1PR1,Fibroblast cell,Endothelial cell,1.1399349,0.0,Ligand,Receptor,GNAI2,S1PR1,1.1399349
3774,THBS2,NOTCH3,Fibroblast cell,Fibroblast cell,1.1398013,0.0,Ligand,Receptor,THBS2,NOTCH3,1.1398013
3775,CLEC11A,ITGB1,Endocrine cell,Fibroblast cell,1.1396816,0.007,Ligand,Receptor,CLEC11A,ITGB1,1.1396816
3776,MMP2,FGFR1,Fibroblast cell,Acinar cell,1.1395998,0.0,Ligand,Receptor,MMP2,FGFR1,1.1395998
3777,TGFB1,ITGB1,Stellate cell,Stellate cell,1.139384,0.0,Ligand,Receptor,TGFB1,ITGB1,1.139384
3778,APOE,LDLR,Stellate cell,Ductal cell type 1,1.139286,0.0,Ligand,Receptor,APOE,LDLR,1.139286
3782,APOE,LRP5,Stellate cell,Ductal cell type 1,1.1383386,0.0,Ligand,Receptor,APOE,LRP5,1.1383386
3783,C1QB,LRP1,Macrophage cell,Ductal cell type 2,1.1381998,0.0,Ligand,Receptor,C1QB,LRP1,1.1381998
3784,SPON2,ITGB1,Stellate cell,Fibroblast cell,1.1381785,0.0,Ligand,Receptor,SPON2,ITGB1,1.1381785
3785,COL1A2,ITGA2,Stellate cell,Endocrine cell,1.1380608,0.0,Ligand,Receptor,COL1A2,ITGA2,1.1380608
3786,COL6A1,ITGA1,Fibroblast cell,Endothelial cell,1.1377045,0.0,Ligand,Receptor,COL6A1,ITGA1,1.1377045
3790,VEGFA,ITGB1,Fibroblast cell,Fibroblast cell,1.1369509,0.002,Ligand,Receptor,VEGFA,ITGB1,1.1369509
3792,APOE,LRP6,Macrophage cell,Endothelial cell,1.1368343,0.0,Ligand,Receptor,APOE,LRP6,1.1368343
3795,F13A1,ITGB1,Macrophage cell,Fibroblast cell,1.1365005,0.0,Ligand,Receptor,F13A1,ITGB1,1.1365005
3796,PLAU,ITGB1,Macrophage cell,Fibroblast cell,1.1364238,0.0,Ligand,Receptor,PLAU,ITGB1,1.1364238
3800,IGFBP4,LRP6,Fibroblast cell,Acinar cell,1.1362346,0.0,Ligand,Receptor,IGFBP4,LRP6,1.1362346
3801,MYL9,CD69,Ductal cell type 2,T cell,1.1361716,0.0,Ligand,Receptor,MYL9,CD69,1.1361716
3802,MDK,SDC1,Ductal cell type 2,Ductal cell type 2,1.1360109,0.0,Ligand,Receptor,MDK,SDC1,1.1360109
3803,C3,CD46,Fibroblast cell,Macrophage cell,1.1359477,0.0,Ligand,Receptor,C3,CD46,1.1359477
3805,ADAM9,ITGB1,Acinar cell,Fibroblast cell,1.135667,0.0,Ligand,Receptor,ADAM9,ITGB1,1.135667
3806,LGALS3,MCAM,Fibroblast cell,Stellate cell,1.1355741,0.0,Ligand,Receptor,LGALS3,MCAM,1.1355741
3807,COL5A2,DDR1,Fibroblast cell,Acinar cell,1.1355616,0.0,Ligand,Receptor,COL5A2,DDR1,1.1355616
3809,PSAP,CELSR1,Fibroblast cell,Fibroblast cell,1.1354207,0.0,Ligand,Receptor,PSAP,CELSR1,1.1354207
3811,ZG16B,CXCR4,Ductal cell type 2,Macrophage cell,1.135,0.0,Ligand,Receptor,ZG16B,CXCR4,1.135
3812,JAM3,ITGB1,Endothelial cell,Stellate cell,1.1349258,0.0,Ligand,Receptor,JAM3,ITGB1,1.1349258
3813,GNAS,ADRB2,Endocrine cell,Endocrine cell,1.1348854,0.003,Ligand,Receptor,GNAS,ADRB2,1.1348854
3814,ARF1,INSR,Ductal cell type 2,Acinar cell,1.1348286,0.0,Ligand,Receptor,ARF1,INSR,1.1348286
3818,ADAM17,ITGB1,Endothelial cell,Stellate cell,1.1345876,0.0,Ligand,Receptor,ADAM17,ITGB1,1.1345876
3820,HSPG2,ITGB1,Stellate cell,Stellate cell,1.1345334,0.01,Ligand,Receptor,HSPG2,ITGB1,1.1345334
3821,CTHRC1,FZD5,Fibroblast cell,Ductal cell type 1,1.1345096,0.0,Ligand,Receptor,CTHRC1,FZD5,1.1345096
3822,APP,LRP6,Endothelial cell,Endothelial cell,1.1344758,0.0,Ligand,Receptor,APP,LRP6,1.1344758
3823,COL5A1,ITGA2,Fibroblast cell,Ductal cell type 2,1.1344333,0.0,Ligand,Receptor,COL5A1,ITGA2,1.1344333
3825,NID1,ITGB1,Fibroblast cell,Stellate cell,1.1342325,0.0,Ligand,Receptor,NID1,ITGB1,1.1342325
3826,COL1A2,SDC1,Stellate cell,Ductal cell type 1,1.1339866,0.0,Ligand,Receptor,COL1A2,SDC1,1.1339866
3829,GSTP1,EGFR,Ductal cell type 2,Ductal cell type 1,1.1333894,0.0,Ligand,Receptor,GSTP1,EGFR,1.1333894
3831,S100A4,ERBB3,Ductal cell type 2,Macrophage cell,1.1332061,0.0,Ligand,Receptor,S100A4,ERBB3,1.1332061
3832,TNFSF13B,HLA-DPB1,Macrophage cell,Endothelial cell,1.1331731,0.0,Ligand,Receptor,TNFSF13B,HLA-DPB1,1.1331731
3833,C3,IFITM1,Fibroblast cell,Macrophage cell,1.133102,0.003,Ligand,Receptor,C3,IFITM1,1.133102
3835,TGFB1,CXCR4,Fibroblast cell,Macrophage cell,1.1326941,0.0,Ligand,Receptor,TGFB1,CXCR4,1.1326941
3836,VEGFA,ITGB1,Ductal cell type 1,Fibroblast cell,1.1322824,0.001,Ligand,Receptor,VEGFA,ITGB1,1.1322824
3840,S100A9,ITGB2,Macrophage cell,Macrophage cell,1.1312577,0.0,Ligand,Receptor,S100A9,ITGB2,1.1312577
3841,C3,IFITM1,Ductal cell type 2,Endothelial cell,1.1311774,0.0,Ligand,Receptor,C3,IFITM1,1.1311774
3843,TGM2,ITGB1,T cell,Stellate cell,1.1310316,0.003,Ligand,Receptor,TGM2,ITGB1,1.1310316
3844,COL18A1,ITGA1,Stellate cell,Endocrine cell,1.1308827,0.0,Ligand,Receptor,COL18A1,ITGA1,1.1308827
3845,THBS1,CD36,Fibroblast cell,Endothelial cell,1.1308721,0.0,Ligand,Receptor,THBS1,CD36,1.1308721
3846,FBN1,ITGB1,Stellate cell,Fibroblast cell,1.1306745,0.0,Ligand,Receptor,FBN1,ITGB1,1.1306745
3849,ADAM9,ITGB1,Ductal cell type 2,Stellate cell,1.1297237,0.0,Ligand,Receptor,ADAM9,ITGB1,1.1297237
3850,APOE,LRP1,Macrophage cell,Macrophage cell,1.1295679,0.0,Ligand,Receptor,APOE,LRP1,1.1295679
3851,TIMP2,CD44,Fibroblast cell,Stellate cell,1.1294539,0.0,Ligand,Receptor,TIMP2,CD44,1.1294539
3852,PKM,CD44,Ductal cell type 2,Endothelial cell,1.1293648,0.006,Ligand,Receptor,PKM,CD44,1.1293648
3854,PSAP,LRP1,Fibroblast cell,Ductal cell type 2,1.1286188,0.0,Ligand,Receptor,PSAP,LRP1,1.1286188
3855,AGRN,ITGB1,Stellate cell,Fibroblast cell,1.1283041,0.001,Ligand,Receptor,AGRN,ITGB1,1.1283041
3856,PSAP,SORT1,Fibroblast cell,Acinar cell,1.1282414,0.001,Ligand,Receptor,PSAP,SORT1,1.1282414
3857,C3,LRP1,Fibroblast cell,Endocrine cell,1.128053,0.0,Ligand,Receptor,C3,LRP1,1.128053
3859,MIA,ITGB1,Ductal cell type 2,Stellate cell,1.1279242,0.0,Ligand,Receptor,MIA,ITGB1,1.1279242
3861,CALM1,MYLK,T cell,Fibroblast cell,1.1278919,0.004,Ligand,Receptor,CALM1,MYLK,1.1278919
3862,GSTP1,EGFR,Ductal cell type 2,Ductal cell type 2,1.1277345,0.0,Ligand,Receptor,GSTP1,EGFR,1.1277345
3863,PLAU,ITGB1,Endocrine cell,Fibroblast cell,1.127466,0.005,Ligand,Receptor,PLAU,ITGB1,1.127466
3865,APP,NCSTN,Ductal cell type 1,Endocrine cell,1.1273761,0.0,Ligand,Receptor,APP,NCSTN,1.1273761
3867,APP,LRP1,Endothelial cell,Macrophage cell,1.1272094,0.0,Ligand,Receptor,APP,LRP1,1.1272094
3868,ADAM9,ITGB1,Ductal cell type 1,Stellate cell,1.1271853,0.0,Ligand,Receptor,ADAM9,ITGB1,1.1271853
